Date and Time Downloaded : 03/15/2020 12:18:17 pm"Health Facility Code","Health Facility Code Short","Facility Name","Old Health Facility Names","Old Health Facility Name 2","Old Health Facility Name 3","Health Facility Type","Ownership Major Classification","Ownership Sub-Classification for Government facilities","Ownership Sub-Classification for private facilities","Street Name and #           ","Building name and #","Region Name","Region PSGC","Province Name","Province PSGC","City/Municipality Name","City/Municipality PSGC","Barangay Name","Barangay PSGC","Zip Code","Landline Number","Landline Number 2","Fax Number","Email Address","Alternate Email Address","Official Website","Facility Head: Last Name","Facility Head: First Name","Facility Head: Middle Name","Facility Head: Position","Hospital Licensing Status","Service Capability","Bed Capacity"
"DOH000000000000701","701","CENTER FOR DIALYSIS, HEALTHY LIFESTYLE, AMBULLATORY SURGERY, MATERNITY CLINIC AND NEWBORN CARE OF PASIG CITY (CHAMP)","Pasig City Lying In"," "," ","Rural Health Unit","Government","Local Government Unit"," ","CARUNCHO AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","SAN NICOLAS (POB.)","137403023"," "," "," "," "," "," "," ","GALUTERA","DR. GEORGIANA","S.","City Health Officer","","",""
"DOH000000000000702","702","PASOLO MATERNITY AND MEDICAL CLINIC, INC."," "," "," ","Hospital","Private"," "," ","152 PASOLO ROAD"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","PASOLO","137504024"," ","+63 022922753"," ","+63 024402007"," "," "," ","SANTIAGO","DR. ROEL","A.","Chief of Hospital","Without License","",""
"DOH000000000000710","710","PERPETUAL HELP HOSPITAL"," "," "," ","Hospital","Private"," "," ","1504 LAON-LAAN STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SAMPALOC","133906000","BARANGAY 470","133906076","1008","+63 027318177"," ","+63 027318144"," "," "," ","SUPNET","RAUL","C.","Medical Director","Without License","",""
"DOH000000000000711","711","PERPETUAL SUCCOR HOSPITAL AND MATERNITY INC.","","","","Hospital","Private","","","836 FLORENTINO CAYCO STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SAMPALOC","133906000","BARANGAY 457","133906063","1008","+63 027311631","+63 027311633","+63 027395778","","","","ATILANO","ALBERTO","A.","Medical Director","With License","Level 1","65"
"DOH000000000000713","713","PHILIPPINE CHILDREN'S MEDICAL CENTER","","","","Hospital","Government","Department Of Health","","QUEZON AVENUE CORNER AGHAM ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","BAGONG PAG-ASA","137404009","","+63 029246601","","+63 029240887","DRLEE@HISS.PCMC.ORG.PH","","","LECCIONES","JULIUS","A.","Medical Director","With License","Level 3","200"
"DOH000000000000714","714","PHILIPPINE HEART CENTER","","","","Hospital","Government","Department Of Health","","EAST AVENUE, DILIMAN","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","CENTRAL","137404020","","+63 029252401","+63 029220551","+63 029220551","DIRECTOR@PHC.GOV.PH","","","JOCSON","VINCENT RAFAEL","A.","Medical Director","With License","Level 3","280"
"DOH000000000000715","715","PHILIPPINE ORTHOPEDIC CENTER","","","","Hospital","Government","Department Of Health","","MA. CLARA STREET CORNER BANAWE STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","SANTA TERESITA","137404107","","+63 027124602","+63 027114276","+63 027124601","","","","PUJALTE JR.","JOSE BRITAANIO","S.","Medical Director","With License","Level 3","700"
"DOH000000000000719","719","CALOOCAN CITY MEDICAL CENTER","PRES. DIOSDADO MACAPAGAL MEMORIAL MEDICAL CENTER","","","Hospital","Government","Local Government Unit","","450 A.MABINI STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  15","137501015","","","","","","","","RONAN","MADELYN GRACE","N.","Medical Director","With License","Level 1","82"
"DOH000000000000727","727","RIZAL MEDICAL CENTER","","","","Hospital","Government","Department Of Health","","PASIG BOULEVARD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF PASIG","137403000","BAGONG ILOG","137403001","1600","+63 026719740","+63 026719616","+63 026714216","INFO@RIZALMEDICALCENTER.GOV.PH","","","SAQUILAYAN","RELITO","M.","Chief of Hospital","With License","Level 3","300"
"DOH000000000000740","740","SAN ROQUE MEDICAL CLINIC","","","","Infirmary","Private","","","249 T. MONTILLANO STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MUNTINLUPA","137603000","ALABANG","137603001","","+63 028422950","+63 028422856","+63 028422856","","","","SANTOS","ESTILITA","S.J.","Chief of Hospital","With License","",""
"DOH000000000000758","758","ST. CLARE'S MEDICAL CENTER, INC.","","","","Hospital","Private","","","1838 DIAN STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","PALANAN","137602015","","+63 028316511","","+63 028313029","scmc1972@yahoo.com","","","RECTO","RENATO","M.","Chief of Hospital","With License","Level 2","75"
"DOH000000000000768","768","ST. JUDE GENERAL HOSPITAL AND MEDICAL CENTER","ST. JUDE HOSPITAL AND MEDICAL CENTER","","","Hospital","Private","","","DIMASALANG CORNER DON QUIJOTE STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SAMPALOC","133906000","","","1008","+63 027312761","+63 027312765","+63 027312765","","","","BRIGINO","PAUL","C.","Medical Director","With License","Level 3","50"
"DOH000000000000774","774","ST. VICTORIA HOSPITAL","","","","Hospital","Private","","","444 J.P. RIZAL STREET LAMUAN","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MARIKINA","137402000","MALANDAY","137402005","","+63 029422022","","","","","","DOMINGO","MADONNA VICTORIA","C.","Medical Director","With License","Level 1","55"
"DOH000000000000778","778","ST. MARTIN DE PORRES CHARITY HOSPITAL","","","","Hospital","Private","","","70 A. BONIFACIO STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF SAN JUAN","137405000","KABAYANAN","137405008","1500","+63 027230741","","+63 027254796","","","","CORTEZ","DR. SOLEDAD","C.","Chief of Hospital","With License","Level 1","121"
"DOH000000000000788","788","TAGUIG-PATEROS DISTRICT HOSPITAL","","","","Hospital","Government","Local Government Unit","","EAST SERVICE ROAD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","WESTERN BICUTAN","137607018","","+63 028383485","","","","","","ABAT","ROBERTO FELIPE","B.","Hospital Director","With License","Level 1","110"
"DOH000000000000795","795","UNCIANO GENERAL HOSPITAL","","","","Hospital","Private","","","393 BONI AVENUE","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","CITY OF MANDALUYONG","137401000","MALAMIG","137401016","","+63 025336565","","+63 025336566","","","","UNCIANO","DR. MICHAEL","V.","Chief of Hospital","With License","Level 1","25"
"DOH000000000000797","797","UNITED DOCTORS MEDICAL CENTER","","","","Hospital","Private","","","290 ESPANA CORNER 6TH N. RAMIREZ STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","DON MANUEL","137404033","","+63 027123640","","+63 027123209","udmcbusinessoffice@yahoo.com","","","BERNARDO","ELISA","P.","Medical Director","With License","Level 3","100"
"DOH000000000000798","798","UNIVERSITY OF PERPETUAL HELP DALTA MEDICAL CENTER, INC.","","","","Hospital","Private","","","ALABANG-ZAPOTE RD","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","PAMPLONA UNO","137601006","","+63 028748515","+63 028737210","+63 028737210","admin@uphmd.ph","","","QUIDLAT","ADRIEN","R.","Medical Director","With License","Level 3","215"
"DOH000000000000801","801","VALENZUELA CITY EMERGENCY HOSPITAL","","","","Infirmary","Government","Local Government Unit","","G. LAZARO STREET, DALANDANAN","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","POBLACION","137504025","","+63 022945137","+63 022912422","+63 022945137","","","","TECSON","ROLANDO","B.","Chief of Hospital","With License","","20"
"DOH000000000000802","802","VALENZUELA MEDICAL CENTER","","","","Hospital","Government","Department Of Health","","","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","KARUHATAN","137504008","","+63 022946711","","","","","","MATEO","IMELDA","M.","Chief of Hospital","With License","Level 3","100"
"DOH000000000000806","806","WORD OF HOPE GENERAL HOSPITAL FOUNDATION, INC.","","","","Hospital","Private","","","23 BUENAMAR STREET, BUENAMAR SUBDIVISION","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","NOVALICHES PROPER","137404070","","+63 029301622","+63 029369953","","","","","GARCIA","ELISEO JR","A.","Medical Director","With License","Level 1","30"
"DOH000000000000809","809","CARMONA HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","3002 H. SANTOS STREET, PASONG TAMO","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","CARMONA","137602005","","+63 028953721","","","","","","PEREZ","SUSARAH","ANG","Rural Health Physician","","",""
"DOH000000000000812","812","ALMANZA UNO HEALTH CENTER","ALMANZA I HEALTH CENTER"," "," ","Rural Health Unit","Government","Local Government Unit"," ","REAL STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","ALMANZA UNO","137601001"," ","+63 028267422","+63 028006406"," "," "," "," ","SALATAN","MA. ALINEA"," ","Rural Health Physician","","",""
"DOH000000000000813","813","ALMANZA II HEALTH CENTER (T. S. CRUZ HC)"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","ILANG-ILANG STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF LAS PI?AS","137601000","ALMANZA DOS","137601010"," ","+63 028629632"," "," "," "," "," ","BASALO","GREGORIO JR."," ","Rural Health Physician","","",""
"DOH000000000000814","814","ANA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","KAPANALIG STREET, MARCELA"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  28","137501028"," "," "," "," "," "," "," ","PASCUAL","WINSTON"," ","Rural Health Physician","","",""
"DOH000000000000817","817","ATANG DE LA RAMA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","424 PAMPANGA STREET CORNER R. FERNANDEZ STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","TONDO I / II","133901000","BARANGAY 175","133901175"," ","+63 022539013"," "," "," "," "," ","DENOGA","JOCELYN"," ","Rural Health Physician","","",""
"DOH000000000000826","826","CORAZON AQUINO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","BASECO COMPOUND"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","PORT AREA","133913000","BARANGAY 649","133913001"," ","+63 024943471"," "," "," "," "," ","JUAN","BEVERLY"," ","Rural Health Physician","","",""
"DOH000000000000828","828","RIZAL HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","AMRILLO STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","CITY OF MAKATI","137602000","RIZAL","137602033","","+63 027291992","","","","","","QUIÑONES","RUBEN","V.","Rural Health Physician","","",""
"DOH000000000000832","832","CALABASH HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","2111 SOLEDAD EXTENSION"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SAMPALOC","133906000","BARANGAY 534","133906140"," ","+63 027812024"," "," "," "," "," ","FUGGAN","MA. BERNADETTE"," ","Rural Health Physician","","",""
"DOH000000000000838","838","CANUMAY WEST HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","T. SANTIAGO STREET","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","CANUMAY","137504007","","+63 024452631","+63 024442235","","","","","DIAZ","JOSEPHINE","G.","Rural Health Physician","","",""
"DOH000000000000839","839","CONCEPCION HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","E. DE JESUS STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF MALABON","137502000","CONCEPCION","137502005"," "," "," "," "," "," "," ","DE GUZMAN","EDWIN","C.","Rural Health Physician","","",""
"DOH000000000000840","840","KRUS NA LIGAS HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","89 LT. J. FRANCISCO"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, SECOND DISTRICT (Not a Province)","137400000","QUEZON CITY","137404000","KRUS NA LIGAS","137404051"," "," "," "," "," "," "," "," "," "," "," ","","",""
"DOH000000000000841","841","DALANDANAN HEALTH CENTER","","","","Rural Health Unit","Government","Local Government Unit","","177 MC ARTHUR HI-WAY","","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","DALANDANAN","137504010","","","","","","","","ROXAS","NORMITA","ZACARIAS","Medical Officer","","",""
"DOH000000000000844","844","DIMASALANG HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","ISAGANI CORNER TIAGO STREET, SANTA CRUZ"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SANTA CRUZ","133905000","BARANGAY 368","133905071"," ","+63 027112849"," "," "," "," "," ","PERALTA","ESTHER","TEJADA","Rural Health Physician","","",""
"DOH000000000000846","846","DOÑA MARTA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","37 DON CARLOS REVILLA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","PASAY CITY","137605000","BARANGAY 147","137605147","1300","+63 028517804"," "," "," "," "," ","MENORCA","LEONA","G.","Rural Health Physician","","",""
"DOH000000000000847","847","POTRERO HEALTH CENTER","POTRERO-DURIAN HEALTH CENTER"," "," ","Rural Health Unit","Government","Local Government Unit"," ","14 DURIAN STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF MALABON","137502000","POTRERO","137502015","1475"," "," "," "," "," "," ","GAN","AURELIA","DE GUZMAN","Rural Health Physician","","",""
"DOH000000000000850","850","ESPERANZA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","286 TERESA STREET, OLD STA. MESA"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","PANDACAN","133912000","BARANGAY 842","133912010"," ","+63 027157028"," "," "," "," "," ","AGUILAR","RESTITUTO"," ","Rural Health Physician","","",""
"DOH000000000000851","851","F. LEGARDA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","457 QUINTOS STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SAMPALOC","133906000"," "," "," ","+63 027812456"," "," "," "," "," ","LAYA","BELINDA"," ","Rural Health Physician","","",""
"DOH000000000000852","852","FRANCISCO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","124 ESGUERRA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CALOOCAN CITY","137501000","BARANGAY  75","137501075"," "," "," "," "," "," "," ","NG","CYBELLE"," ","Rural Health Physician","","",""
"DOH000000000000853","853","HAGONOY HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","1 C.P. TINGA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, FOURTH DISTRICT (Not a Province)","137600000","TAGUIG CITY","137607000","HAGONOY","137607005"," "," "," "," "," "," "," ","MAMALATEO","SIENNA","CUARTINA","Rural Health Physician","","",""
"DOH000000000000857","857","KARUHATAN HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," "," "," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","KARUHATAN","137504008"," ","+63 024450907"," "," ","karuhatanhc@yahoo.com"," "," ","GABITAN","RICARDO"," "," ","","",""
"DOH000000000000860","860","LUZVIMINDA HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","CEBU STREET CORNER LUZON AVENUE"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, CITY OF MANILA, FIRST DISTRICT (Not a Province)","133900000","SAMPALOC","133906000","BARANGAY 558","133906164"," ","+63 027155047"," "," "," "," "," ","CASTRO","RICHARD"," ","Rural Health Physician","","",""
"DOH000000000000861","861","MABOLO HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","34 AMABELLA COMPOUND"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","MABOLO","137504015"," ","+63 024445730"," "," "," "," "," ","RAYMUNDO","CONNIE"," "," ","","",""
"DOH000000000000866","866","MANOTOC HEALTH CENTER"," "," "," ","Rural Health Unit","Government","Local Government Unit"," ","FELOMENA STREET"," ","NATIONAL CAPITAL REGION (NCR)","130000000","NCR, THIRD DISTRICT (Not a Province)","137500000","CITY OF VALENZUELA","137504000","MARULAS","137504019"," ","+63 024450587"," "," "," "," "," ","CRUZ","CHRISTIAN MARC"," "," ","","",""
